0 verbose cli /opt/homebrew/Cellar/node/25.6.0/bin/node /opt/homebrew/bin/npm
2213 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-runtime 1881ms (cache miss)
2214 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-runtime set size:undefined disposed:false
2215 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-private-methods 1886ms (cache miss)
2216 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-private-methods set size:undefined disposed:false
2217 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-optional-catch-binding 1891ms (cache miss)
2218 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-optional-catch-binding set size:undefined disposed:false
2219 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-numeric-separator 1893ms (cache miss)
2220 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-numeric-separator set size:undefined disposed:false
2221 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-logical-assignment-operators 1897ms (cache miss)
2222 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-logical-assignment-operators set size:undefined disposed:false
2223 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-object-rest-spread 1900ms (cache miss)
2224 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-object-rest-spread set size:undefined disposed:false
2225 http fetch GET 200 https://registry.npmjs.org/@babel%2fpreset-react 1901ms (cache miss)
2226 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fpreset-react set size:undefined disposed:false
2227 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-parameters 1903ms (cache miss)
2228 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-parameters set size:undefined disposed:false
2229 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-export-namespace-from 1905ms (cache miss)
2230 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-export-namespace-from set size:undefined disposed:false
2231 http fetch GET 200 https://registry.npmjs.org/@react-native%2fbabel-preset 1907ms (cache miss)
2232 silly packumentCache corgi:https://registry.npmjs.org/@react-native%2fbabel-preset set size:undefined disposed:false
2233 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-nullish-coalescing-operator 1919ms (cache miss)
2234 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-nullish-coalescing-operator set size:undefined disposed:false
2235 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-computed-properties 1923ms (cache miss)
2236 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-computed-properties set size:undefined disposed:false
2237 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-named-capturing-groups-regex 1924ms (cache miss)
2238 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-named-capturing-groups-regex set size:undefined disposed:false
2239 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-function-name 1925ms (cache miss)
2240 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-function-name set size:undefined disposed:false
2241 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-class-static-block 1929ms (cache miss)
2242 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-class-static-block set size:undefined disposed:false
2243 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-modules-commonjs 1930ms (cache miss)
2244 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-modules-commonjs set size:undefined disposed:false
2245 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-top-level-await 1933ms (cache miss)
2246 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-top-level-await set size:undefined disposed:false
2247 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-class-properties 1935ms (cache miss)
2248 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-class-properties set size:undefined disposed:false
2249 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-arrow-functions 1938ms (cache miss)
2250 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-arrow-functions set size:undefined disposed:false
2251 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-async-to-generator 1940ms (cache miss)
2252 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-async-to-generator set size:undefined disposed:false
2253 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-async-generator-functions 1943ms (cache miss)
2254 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-async-generator-functions set size:undefined disposed:false
2255 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-destructuring 1944ms (cache miss)
2256 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-destructuring set size:undefined disposed:false
2257 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-block-scoping 1946ms (cache miss)
2258 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-block-scoping set size:undefined disposed:false
2259 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-for-of 1946ms (cache miss)
2260 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-for-of set size:undefined disposed:false
2261 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-private-property-in-object 1946ms (cache miss)
2262 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-private-property-in-object set size:undefined disposed:false
2263 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-classes 1949ms (cache miss)
2264 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-classes set size:undefined disposed:false
2265 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-optional-chaining 1949ms (cache miss)
2266 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-optional-chaining set size:undefined disposed:false
2267 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-object-rest-spread 1951ms (cache miss)
2268 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-object-rest-spread set size:undefined disposed:false
2269 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-typescript 1951ms (cache miss)
2270 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-typescript set size:undefined disposed:false
2271 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-numeric-separator 1952ms (cache miss)
2272 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-numeric-separator set size:undefined disposed:false
2273 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-optional-catch-binding 1953ms (cache miss)
2274 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-optional-catch-binding set size:undefined disposed:false
2275 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-json-strings 1958ms (cache miss)
2276 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-json-strings set size:undefined disposed:false
2277 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-flow-strip-types 1961ms (cache miss)
2278 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-flow-strip-types set size:undefined disposed:false
2279 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-logical-assignment-operators 1964ms (cache miss)
2280 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-logical-assignment-operators set size:undefined disposed:false
2281 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-import-attributes 1964ms (cache miss)
2282 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-import-attributes set size:undefined disposed:false
2283 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-nullish-coalescing-operator 1968ms (cache miss)
2284 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-nullish-coalescing-operator set size:undefined disposed:false
2285 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-flow 1968ms (cache miss)
2286 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-flow set size:undefined disposed:false
2287 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-jsx 1970ms (cache miss)
2288 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-jsx set size:undefined disposed:false
2289 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-class-static-block 1976ms (cache miss)
2290 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-class-static-block set size:undefined disposed:false
2291 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-import-meta 1980ms (cache miss)
2292 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-import-meta set size:undefined disposed:false
2293 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-export-default-from 1985ms (cache miss)
2294 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-export-default-from set size:undefined disposed:false
2295 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-decorators 1986ms (cache miss)
2296 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-decorators set size:undefined disposed:false
2297 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-bigint 1987ms (cache miss)
2298 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-bigint set size:undefined disposed:false
2299 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-dynamic-import 1988ms (cache miss)
2300 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-dynamic-import set size:undefined disposed:false
2301 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-class-properties 1988ms (cache miss)
2302 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-class-properties set size:undefined disposed:false
2303 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-transform-literals 1989ms (cache miss)
2304 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-transform-literals set size:undefined disposed:false
2305 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-syntax-async-generators 1999ms (cache miss)
2306 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-syntax-async-generators set size:undefined disposed:false
2307 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-proposal-export-default-from 2006ms (cache miss)
2308 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-proposal-export-default-from set size:undefined disposed:false
2309 http fetch GET 200 https://registry.npmjs.org/@babel%2fparser 2012ms (cache miss)
2310 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fparser set size:undefined disposed:false
2311 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-string-parser 2014ms (cache miss)
2312 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-string-parser set size:undefined disposed:false
2313 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelpers 2016ms (cache miss)
2314 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelpers set size:undefined disposed:false
2315 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-validator-identifier 2020ms (cache miss)
2316 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-validator-identifier set size:undefined disposed:false
2317 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-skip-transparent-expression-wrappers 2023ms (cache miss)
2318 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-skip-transparent-expression-wrappers set size:undefined disposed:false
2319 http fetch GET 200 https://registry.npmjs.org/@babel%2fplugin-proposal-decorators 2026ms (cache miss)
2320 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fplugin-proposal-decorators set size:undefined disposed:false
2321 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-plugin-utils 2028ms (cache miss)
2322 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-plugin-utils set size:undefined disposed:false
2323 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-validator-option 2028ms (cache miss)
2324 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-validator-option set size:undefined disposed:false
2325 http fetch GET 200 https://registry.npmjs.org/@babel%2fhighlight 2029ms (cache miss)
2326 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhighlight set size:undefined disposed:false
2327 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-optimise-call-expression 2030ms (cache miss)
2328 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-optimise-call-expression set size:undefined disposed:false
2329 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-replace-supers 2033ms (cache miss)
2330 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-replace-supers set size:undefined disposed:false
2331 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-remap-async-to-generator 2047ms (cache miss)
2332 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-remap-async-to-generator set size:undefined disposed:false
2333 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-wrap-function 2078ms (cache miss)
2334 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-wrap-function set size:undefined disposed:false
2335 http fetch GET 200 https://registry.npmjs.org/strip-ansi 2080ms (cache miss)
2336 silly packumentCache corgi:https://registry.npmjs.org/strip-ansi set size:undefined disposed:false
2337 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-globals 2082ms (cache miss)
2338 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-globals set size:undefined disposed:false
2339 http fetch GET 200 https://registry.npmjs.org/universalify 2081ms (cache miss)
2340 silly packumentCache corgi:https://registry.npmjs.org/universalify set size:undefined disposed:false
2341 http fetch GET 200 https://registry.npmjs.org/signal-exit 2082ms (cache miss)
2342 silly packumentCache corgi:https://registry.npmjs.org/signal-exit set size:undefined disposed:false
2343 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-define-polyfill-provider 2084ms (cache miss)
2344 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-define-polyfill-provider set size:undefined disposed:false
2345 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-create-regexp-features-plugin 2086ms (cache miss)
2346 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-create-regexp-features-plugin set size:undefined disposed:false
2347 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-annotate-as-pure 2086ms (cache miss)
2348 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-annotate-as-pure set size:undefined disposed:false
2349 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-module-transforms 2088ms (cache miss)
2350 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-module-transforms set size:undefined disposed:false
2351 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-member-expression-to-functions 2089ms (cache miss)
2352 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-member-expression-to-functions set size:undefined disposed:false
2353 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-compilation-targets 2100ms (cache miss)
2354 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-compilation-targets set size:undefined disposed:false
2355 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-module-imports 2106ms (cache miss)
2356 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-module-imports set size:undefined disposed:false
2357 http fetch GET 200 https://registry.npmjs.org/@0no-co%2fgraphql.web 2107ms (cache miss)
2358 silly packumentCache corgi:https://registry.npmjs.org/@0no-co%2fgraphql.web set size:undefined disposed:false
2359 http fetch GET 200 https://registry.npmjs.org/@babel%2fcode-frame 2111ms (cache miss)
2360 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fcode-frame set size:undefined disposed:false
2361 http fetch GET 200 https://registry.npmjs.org/@babel%2fhelper-create-class-features-plugin 2116ms (cache miss)
2362 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fhelper-create-class-features-plugin set size:undefined disposed:false
2363 http fetch GET 200 https://registry.npmjs.org/@babel%2fgenerator 2119ms (cache miss)
2364 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fgenerator set size:undefined disposed:false
2365 http fetch GET 200 https://registry.npmjs.org/brace-expansion 2120ms (cache miss)
2366 silly packumentCache corgi:https://registry.npmjs.org/brace-expansion set size:undefined disposed:false
2367 http fetch GET 200 https://registry.npmjs.org/strip-ansi 2120ms (cache miss)
2368 silly packumentCache corgi:https://registry.npmjs.org/strip-ansi set size:undefined disposed:false
2369 http fetch GET 200 https://registry.npmjs.org/strip-ansi 2121ms (cache miss)
2370 silly packumentCache corgi:https://registry.npmjs.org/strip-ansi set size:undefined disposed:false
2371 http fetch GET 200 https://registry.npmjs.org/yallist 2121ms (cache miss)
2372 silly packumentCache corgi:https://registry.npmjs.org/yallist set size:undefined disposed:false
2373 http fetch GET 200 https://registry.npmjs.org/webidl-conversions 2122ms (cache miss)
2374 silly packumentCache corgi:https://registry.npmjs.org/webidl-conversions set size:undefined disposed:false
2375 http fetch GET 200 https://registry.npmjs.org/ansi-regex 2123ms (cache miss)
2376 silly packumentCache corgi:https://registry.npmjs.org/ansi-regex set size:undefined disposed:false
2377 http fetch GET 200 https://registry.npmjs.org/picomatch 2124ms (cache miss)
2378 silly packumentCache corgi:https://registry.npmjs.org/picomatch set size:undefined disposed:false
2379 http fetch GET 200 https://registry.npmjs.org/xmlbuilder 2125ms (cache miss)
2380 silly packumentCache corgi:https://registry.npmjs.org/xmlbuilder set size:undefined disposed:false
2381 http fetch GET 200 https://registry.npmjs.org/uuid 2125ms (cache miss)
2382 silly packumentCache corgi:https://registry.npmjs.org/uuid set size:undefined disposed:false
2383 http fetch GET 200 https://registry.npmjs.org/@babel%2fcore 2127ms (cache miss)
2384 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fcore set size:undefined disposed:false
2385 http fetch GET 200 https://registry.npmjs.org/semver 2128ms (cache miss)
2386 silly packumentCache corgi:https://registry.npmjs.org/semver set size:undefined disposed:false
2387 http fetch GET 200 https://registry.npmjs.org/commander 2129ms (cache miss)
2388 silly packumentCache corgi:https://registry.npmjs.org/commander set size:undefined disposed:false
2389 http fetch GET 200 https://registry.npmjs.org/minimatch 2131ms (cache miss)
2390 silly packumentCache corgi:https://registry.npmjs.org/minimatch set size:undefined disposed:false
2391 http fetch GET 200 https://registry.npmjs.org/glob 2131ms (cache miss)
2392 silly packumentCache corgi:https://registry.npmjs.org/glob set size:undefined disposed:false
2393 http fetch GET 200 https://registry.npmjs.org/@babel%2fcompat-data 2133ms (cache miss)
2394 silly packumentCache corgi:https://registry.npmjs.org/@babel%2fcompat-data set size:undefined disposed:false
2395 http fetch GET 200 https://registry.npmjs.org/type-fest 2135ms (cache miss)
2396 silly packumentCache corgi:https://registry.npmjs.org/type-fest set size:undefined disposed:false
2397 http fetch GET 200 https://registry.npmjs.org/statuses 2142ms (cache miss)
2398 silly packumentCache corgi:https://registry.npmjs.org/statuses set size:undefined disposed:false
2399 http fetch GET 200 https://registry.npmjs.org/source-map 2144ms (cache miss)
2400 silly packumentCache corgi:https://registry.npmjs.org/source-map set size:undefined disposed:false
2401 http fetch GET 200 https://registry.npmjs.org/bplist-parser 2146ms (cache miss)
2402 silly packumentCache corgi:https://registry.npmjs.org/bplist-parser set size:undefined disposed:false
2403 http fetch GET 200 https://registry.npmjs.org/escape-string-regexp 2146ms (cache miss)
2404 silly packumentCache corgi:https://registry.npmjs.org/escape-string-regexp set size:undefined disposed:false
2405 http fetch GET 200 https://registry.npmjs.org/strip-ansi 2147ms (cache miss)
2406 silly packumentCache corgi:https://registry.npmjs.org/strip-ansi set size:undefined disposed:false
2407 http fetch GET 200 https://registry.npmjs.org/encodeurl 2146ms (cache miss)
2408 silly packumentCache corgi:https://registry.npmjs.org/encodeurl set size:undefined disposed:false
2409 http fetch GET 200 https://registry.npmjs.org/encodeurl 2148ms (cache miss)
2410 silly packumentCache corgi:https://registry.npmjs.org/encodeurl set size:undefined disposed:false
2411 http fetch GET 200 https://registry.npmjs.org/on-finished 2147ms (cache miss)
2412 silly packumentCache corgi:https://registry.npmjs.org/on-finished set size:undefined disposed:false
2413 http fetch GET 200 https://registry.npmjs.org/debug 2149ms (cache miss)
2414 silly packumentCache corgi:https://registry.npmjs.org/debug set size:undefined disposed:false
2415 http fetch GET 200 https://registry.npmjs.org/yallist 2149ms (cache miss)
2416 silly packumentCache corgi:https://registry.npmjs.org/yallist set size:undefined disposed:false
2417 http fetch GET 200 https://registry.npmjs.org/mimic-fn 2150ms (cache miss)
2418 silly packumentCache corgi:https://registry.npmjs.org/mimic-fn set size:undefined disposed:false
2419 http fetch GET 200 https://registry.npmjs.org/commander 2151ms (cache miss)
2420 silly packumentCache corgi:https://registry.npmjs.org/commander set size:undefined disposed:false
2421 http fetch GET 200 https://registry.npmjs.org/ms 2151ms (cache miss)
2422 silly packumentCache corgi:https://registry.npmjs.org/ms set size:undefined disposed:false
2423 http fetch GET 200 https://registry.npmjs.org/lru-cache 2152ms (cache miss)
2424 silly packumentCache corgi:https://registry.npmjs.org/lru-cache set size:undefined disposed:false
2425 http fetch GET 200 https://registry.npmjs.org/type-fest 2155ms (cache miss)
2426 silly packumentCache corgi:https://registry.npmjs.org/type-fest set size:undefined disposed:false
2427 http fetch GET 200 https://registry.npmjs.org/memoize-one 2167ms (cache miss)
2428 silly packumentCache corgi:https://registry.npmjs.org/memoize-one set size:undefined disposed:false
2429 http fetch GET 200 https://registry.npmjs.org/strip-ansi 2171ms (cache miss)
2430 silly packumentCache corgi:https://registry.npmjs.org/strip-ansi set size:undefined disposed:false
2431 http fetch GET 200 https://registry.npmjs.org/onetime 2172ms (cache miss)
2432 silly packumentCache corgi:https://registry.npmjs.org/onetime set size:undefined disposed:false
2433 http fetch GET 200 https://registry.npmjs.org/supports-color 2175ms (cache miss)
2434 silly packumentCache corgi:https://registry.npmjs.org/supports-color set size:undefined disposed:false
2435 http fetch GET 200 https://registry.npmjs.org/write-file-atomic 2207ms (cache miss)
2436 silly packumentCache corgi:https://registry.npmjs.org/write-file-atomic set size:undefined disposed:false
2437 http fetch GET 200 https://registry.npmjs.org/minimatch 2226ms (cache miss)
2438 silly packumentCache corgi:https://registry.npmjs.org/minimatch set size:undefined disposed:false
2439 http fetch GET 200 https://registry.npmjs.org/picomatch 2228ms (cache miss)
2440 silly packumentCache corgi:https://registry.npmjs.org/picomatch set size:undefined disposed:false
2441 http fetch GET 200 https://registry.npmjs.org/ws 2230ms (cache miss)
2442 silly packumentCache corgi:https://registry.npmjs.org/ws set size:undefined disposed:false
2443 http fetch GET 200 https://registry.npmjs.org/brace-expansion 2234ms (cache miss)
2444 silly packumentCache corgi:https://registry.npmjs.org/brace-expansion set size:undefined disposed:false
2445 http fetch GET 200 https://registry.npmjs.org/semver 2238ms (cache miss)
2446 silly packumentCache corgi:https://registry.npmjs.org/semver set size:undefined disposed:false
2447 http fetch GET 200 https://registry.npmjs.org/jest-regex-util 2239ms (cache miss)
2448 silly packumentCache corgi:https://registry.npmjs.org/jest-regex-util set size:undefined disposed:false
2449 http fetch GET 200 https://registry.npmjs.org/jest-util 2241ms (cache miss)
2450 silly packumentCache corgi:https://registry.npmjs.org/jest-util set size:undefined disposed:false
2451 http fetch GET 200 https://registry.npmjs.org/jest-worker 2243ms (cache miss)
2452 silly packumentCache corgi:https://registry.npmjs.org/jest-worker set size:undefined disposed:false
2453 http fetch GET 200 https://registry.npmjs.org/babel-plugin-istanbul 2244ms (cache miss)
2454 silly packumentCache corgi:https://registry.npmjs.org/babel-plugin-istanbul set size:undefined disposed:false
2455 http fetch GET 200 https://registry.npmjs.org/commander 2247ms (cache miss)
2456 silly packumentCache corgi:https://registry.npmjs.org/commander set size:undefined disposed:false
2457 http fetch GET 200 https://registry.npmjs.org/istanbul-lib-instrument 2248ms (cache miss)
2458 silly packumentCache corgi:https://registry.npmjs.org/istanbul-lib-instrument set size:undefined disposed:false
2459 http fetch GET 200 https://registry.npmjs.org/glob 2249ms (cache miss)
2460 silly packumentCache corgi:https://registry.npmjs.org/glob set size:undefined disposed:false
2461 http fetch GET 200 https://registry.npmjs.org/pretty-format 2286ms (cache miss)
2462 silly packumentCache corgi:https://registry.npmjs.org/pretty-format set size:undefined disposed:false
2463 http fetch GET 200 https://registry.npmjs.org/ansi-styles 2303ms (cache miss)
2464 silly packumentCache corgi:https://registry.npmjs.org/ansi-styles set size:undefined disposed:false
2465 http fetch GET 200 https://registry.npmjs.org/babel-preset-jest 2305ms (cache miss)
2466 silly packumentCache corgi:https://registry.npmjs.org/babel-preset-jest set size:undefined disposed:false
2467 http fetch GET 200 https://registry.npmjs.org/jest-mock 2306ms (cache miss)
2468 silly packumentCache corgi:https://registry.npmjs.org/jest-mock set size:undefined disposed:false
2469 http fetch GET 200 https://registry.npmjs.org/jest-message-util 2310ms (cache miss)
2470 silly packumentCache corgi:https://registry.npmjs.org/jest-message-util set size:undefined disposed:false
2471 http fetch GET 200 https://registry.npmjs.org/babel-plugin-jest-hoist 2314ms (cache miss)
2472 silly packumentCache corgi:https://registry.npmjs.org/babel-plugin-jest-hoist set size:undefined disposed:false
2473 http fetch GET 200 https://registry.npmjs.org/jest-environment-node 2315ms (cache miss)
2474 silly packumentCache corgi:https://registry.npmjs.org/jest-environment-node set size:undefined disposed:false
2475 http fetch GET 200 https://registry.npmjs.org/jest-haste-map 2323ms (cache miss)
2476 silly packumentCache corgi:https://registry.npmjs.org/jest-haste-map set size:undefined disposed:false
2477 http fetch GET 200 https://registry.npmjs.org/ansi-styles 2332ms (cache miss)
2478 silly packumentCache corgi:https://registry.npmjs.org/ansi-styles set size:undefined disposed:false
2479 http fetch GET 200 https://registry.npmjs.org/strip-json-comments 2333ms (cache miss)
2480 silly packumentCache corgi:https://registry.npmjs.org/strip-json-comments set size:undefined disposed:false
2481 http fetch GET 200 https://registry.npmjs.org/locate-path 2334ms (cache miss)
2482 silly packumentCache corgi:https://registry.npmjs.org/locate-path set size:undefined disposed:false
2483 http fetch GET 200 https://registry.npmjs.org/@jest%2fschemas 2336ms (cache miss)
2484 silly packumentCache corgi:https://registry.npmjs.org/@jest%2fschemas set size:undefined disposed:false
2485 http fetch GET 200 https://registry.npmjs.org/@sinonjs%2ffake-timers 2337ms (cache miss)
2486 silly packumentCache corgi:https://registry.npmjs.org/@sinonjs%2ffake-timers set size:undefined disposed:false
2487 http fetch GET 200 https://registry.npmjs.org/p-locate 2337ms (cache miss)
2488 silly packumentCache corgi:https://registry.npmjs.org/p-locate set size:undefined disposed:false
2489 http fetch GET 200 https://registry.npmjs.org/p-limit 2339ms (cache miss)
2490 silly packumentCache corgi:https://registry.npmjs.org/p-limit set size:undefined disposed:false
2491 http fetch GET 200 https://registry.npmjs.org/find-up 2338ms (cache miss)
2492 silly packumentCache corgi:https://registry.npmjs.org/find-up set size:undefined disposed:false
2493 http fetch GET 200 https://registry.npmjs.org/resolve 2342ms (cache miss)
2494 silly packumentCache corgi:https://registry.npmjs.org/resolve set size:undefined disposed:false
2495 http fetch GET 200 https://registry.npmjs.org/@react-native%2fnormalize-colors 2347ms (cache miss)
2496 silly packumentCache corgi:https://registry.npmjs.org/@react-native%2fnormalize-colors set size:undefined disposed:false
2497 http fetch GET 200 https://registry.npmjs.org/has-flag 2346ms (cache miss)
2498 silly packumentCache corgi:https://registry.npmjs.org/has-flag set size:undefined disposed:false
2499 http fetch GET 200 https://registry.npmjs.org/strip-ansi 2347ms (cache miss)
